Date,Close,Open,High,Low,Volume,Change %
7/10/2022,"53,800","53,600","53,800","50,700",4.05M,0.37%
6/10/2022,"53,600","53,600","54,100","52,700",2.72M,-0.37%
5/10/2022,"53,800","51,000","53,800","50,900",3.93M,6.32%
4/10/2022,"50,600","50,700","50,700","48,300",2.98M,0.40%
3/10/2022,"50,400","50,700","50,800","47,200",4.22M,-0.59%
30/09/2022,"50,700","50,000","52,000","48,000",4.40M,-0.20%
29/09/2022,"50,800","52,100","52,500","50,700",1.97M,-0.78%
28/09/2022,"51,200","53,600","54,000","51,000",2.62M,-5.36%
27/09/2022,"54,100","55,900","55,900","54,100",1.24M,-3.22%
26/09/2022,"55,900","56,500","57,000","55,200",2.73M,-2.27%
23/09/2022,"57,200","57,500","57,700","57,000",630.90K,-0.87%
22/09/2022,"57,700","57,800","58,000","56,600",2.37M,-1.03%
21/09/2022,"58,300","58,900","58,900","58,000",1.73M,-1.02%
20/09/2022,"58,900","58,600","59,300","58,600",1.54M,0.86%
19/09/2022,"58,400","59,600","59,800","58,400",1.94M,-2.01%
16/09/2022,"59,600","60,000","61,100","59,600",2.37M,-1.49%
15/09/2022,"60,500","60,000","60,500","59,800",1.91M,0.83%
14/09/2022,"60,000","59,800","60,300","59,700",1.78M,-1.15%
13/09/2022,"60,700","61,500","61,500","60,700",2.25M,-1.14%
12/9/2022,"61,400","60,100","61,800","60,100",3.87M,2.50%
9/9/2022,"59,900","59,800","60,200","59,500",1.44M,0.50%
8/9/2022,"59,600","59,600","59,800","59,300",1.64M,0.17%
7/9/2022,"59,500","61,000","61,100","59,500",1.85M,-2.62%
6/9/2022,"61,100","61,200","61,500","61,000",1.29M,0.16%
5/9/2022,"61,000","61,200","61,800","61,000",1.53M,0.00%
31/08/2022,"61,000","59,900","61,400","59,700",2.84M,1.84%
30/08/2022,"59,900","59,700","60,400","59,500",1.77M,0.34%
29/08/2022,"59,700","59,600","59,800","58,900",2.04M,-1.00%
26/08/2022,"60,300","61,000","61,400","60,200",851.20K,-1.15%
25/08/2022,"61,000","59,900","61,200","59,800",2.03M,2.18%
24/08/2022,"59,700","59,600","59,800","59,300",1.05M,0.34%
23/08/2022,"59,500","59,200","59,700","59,100",1.35M,0.17%
22/08/2022,"59,400","59,900","60,400","59,100",2.12M,-1.16%
19/08/2022,"60,100","61,000","61,100","59,500",2.78M,-1.64%
18/08/2022,"61,100","61,300","61,800","61,100",3.35M,-0.33%
17/08/2022,"61,300","61,500","61,800","61,300",2.51M,0.00%
16/08/2022,"61,300","61,500","61,800","61,100",1.11M,-0.33%
15/08/2022,"61,500","61,500","62,300","61,300",2.19M,0.49%
12/8/2022,"61,200","61,400","61,500","61,100",1.42M,-0.33%
11/8/2022,"61,400","61,900","61,900","61,000",2.24M,0.16%
10/8/2022,"61,300","61,000","62,300","60,800",1.59M,0.66%
9/8/2022,"60,900","61,700","61,900","60,900",2.23M,-0.98%
8/8/2022,"61,500","61,500","61,900","61,500",2.23M,-0.49%
5/8/2022,"61,800","62,700","62,700","61,600",2.29M,-1.90%
4/8/2022,"63,000","62,000","63,100","62,000",5.22M,1.78%
3/8/2022,"61,900","62,000","62,700","61,400",2.01M,-0.96%
2/8/2022,"62,500","59,800","62,800","59,400",4.32M,4.17%
1/8/2022,"60,000","59,800","60,000","59,000",1.70M,0.17%
29/07/2022,"59,900","58,900","60,500","58,800",3.24M,1.87%
28/07/2022,"58,800","59,000","59,100","58,500",1.91M,0.34%
27/07/2022,"58,600","58,500","58,800","58,500",502.80K,-0.17%
26/07/2022,"58,700","59,000","59,300","58,500",737.10K,-0.34%
