Date,Close,Open,High,Low,Volume,Change %
6/4/2020,"5,800.00","6,520.00","6,520.00","5,710.00",1.93M,-4.92%
3/4/2020,"6,100.00","6,100.00","6,100.00","6,100.00",255.30K,6.83%
1/4/2020,"5,710.00","4,970.00","5,710.00","4,970.00",2.82M,6.93%
31/03/2020,"5,340.00","5,340.00","5,340.00","5,340.00",183.76K,-6.97%
30/03/2020,"5,740.00","5,740.00","5,740.00","5,740.00",20.10K,-6.97%
27/03/2020,"6,170.00","6,170.00","6,170.00","6,170.00",10.75K,-6.94%
26/03/2020,"6,630.00","6,630.00","6,630.00","6,630.00",18.54K,-6.88%
25/03/2020,"7,120.00","7,120.00","7,120.00","7,120.00",32.08K,-6.93%
24/03/2020,"7,650.00","7,650.00","7,650.00","7,650.00",11.18K,-6.93%
23/03/2020,"8,220.00","8,220.00","8,220.00","8,220.00",17.00K,-6.91%
20/03/2020,"8,830.00","8,830.00","8,830.00","8,830.00",11.37K,-6.95%
19/03/2020,"9,490.00","10,900.00","10,900.00","9,490.00",2.14M,-6.96%
18/03/2020,"10,200.00","10,200.00","10,200.00","10,200.00",1.14M,6.92%
17/03/2020,"9,540.00","9,540.00","9,540.00","9,540.00",320.04K,6.95%
16/03/2020,"8,920.00","8,920.00","8,920.00","8,920.00",873.57K,6.95%
13/03/2020,"8,340.00","8,340.00","8,340.00","8,340.00",255.33K,6.92%
12/3/2020,"7,800.00","7,790.00","7,800.00","7,500.00",1.23M,7.00%
11/3/2020,"7,290.00","7,290.00","7,290.00","7,200.00",2.08M,6.89%
10/3/2020,"6,820.00","6,800.00","6,820.00","6,790.00",1.31M,6.90%
9/3/2020,"6,380.00","5,970.00","6,380.00","5,900.00",2.09M,6.87%
6/3/2020,"5,970.00","5,970.00","5,970.00","5,650.00",4.05M,6.99%
5/3/2020,"5,580.00","5,580.00","5,580.00","5,580.00",308.10K,6.90%
4/3/2020,"5,220.00","5,220.00","5,220.00","5,220.00",62.08K,6.97%
3/3/2020,"4,880.00","4,880.00","4,880.00","4,880.00",60.96K,6.78%
2/3/2020,"4,570.00","4,570.00","4,570.00","4,570.00",169.36K,6.78%
28/02/2020,"4,280.00","4,280.00","4,280.00","4,240.00",293.59K,7.00%
27/02/2020,"4,000.00","3,840.00","4,000.00","3,700.00",329.24K,6.95%
26/02/2020,"3,740.00","3,610.00","3,810.00","3,610.00",36.56K,1.08%
25/02/2020,"3,700.00","3,670.00","3,740.00","3,570.00",140.29K,3.64%
24/02/2020,"3,570.00","3,730.00","3,730.00","3,560.00",106.84K,-4.55%
21/02/2020,"3,740.00","3,840.00","3,840.00","3,600.00",55.25K,-0.27%
20/02/2020,"3,750.00","3,790.00","3,790.00","3,710.00",23.33K,0.00%
19/02/2020,"3,750.00","3,680.00","3,750.00","3,650.00",65.01K,3.31%
18/02/2020,"3,630.00","3,640.00","3,680.00","3,600.00",68.13K,0.83%
